sample,r,likelihood,mean,low,high
unconflicted,0.0,0.8987391108387773,0.0002463100885977564,2.0216405660536982e-07,0.0014450419049883213
unconflicted,0.0,0.9113948796111836,0.0002576739792449668,4.396229917215911e-07,0.0015076232717863253
unconflicted,0.0,0.9240506483835899,0.0002695620189113974,6.732631670220299e-07,0.0015607781825546898
unconflicted,0.0,0.9367064171559961,0.00028199837014462154,1.4036170569146523e-06,0.0016344681095734456
unconflicted,0.0,0.9493621859284024,0.0002950083080926856,2.273873599156219e-06,0.001724380300613643
unconflicted,0.0,0.9620179547008086,0.0003086182716165356,2.9597604953052673e-06,0.0019027743829518383
unconflicted,0.0,0.9746737234732149,0.0003228559167392911,4.638449616717923e-06,0.0021238504329881866
unconflicted,0.0,0.9873294922456212,0.000337750172538156,4.683875201242195e-06,0.002647841208283082
unconflicted,0.0,0.9999852610180274,0.00035333129958942377,5.081365798688499e-06,0.004316892832295655
unconflicted,0.5,0.013222823155847,0.00834995806070386,2.4280507914589037e-19,0.0737546694843196
unconflicted,0.5,0.025711903595339897,0.008540184737770965,4.1033525005569705e-19,0.0730918455688272
unconflicted,0.5,0.03820098403483279,0.008734706939583427,6.934594326805455e-19,0.0721607872586199
unconflicted,0.5,0.05069006447432568,0.008933619905546697,1.1719375053827385e-18,0.07129273232956718
unconflicted,0.5,0.06317914491381858,0.009137020905737363,1.9805645122415756e-18,0.07092655876331475
unconflicted,0.5,0.07566822535331147,0.009345009280456434,3.3471460786143645e-18,0.07043727627420136
unconflicted,0.5,0.08815730579280437,0.009557686480376536,5.6566780366040104e-18,0.06986537368056989
unconflicted,0.5,0.10064638623229726,0.009775156107283235,9.559812228781042e-18,0.06953779643895901
unconflicted,0.5,0.11313546667179016,0.009997523955409818,1.6156167920834515e-17,0.06911485428882262
unconflicted,0.5,0.12562454711128307,0.010224898053364673,2.7304135903255066e-17,0.06790755143884394
unconflicted,0.5,0.13811362755077594,0.010457388706649388,4.614446181368478e-17,0.06729421383136709
unconflicted,0.5,0.15060270799026884,0.010695108540765332,7.798512825015574e-17,0.06667242655283495
unconflicted,0.5,0.16309178842976174,0.010938172544905502,1.317968532921657e-16,0.06667051766926083
unconflicted,0.5,0.17558086886925464,0.011186698116227998,2.2274056922005184e-16,0.06598300533279186
unconflicted,0.5,0.1880699493087475,0.01144080510470638,3.764390164851047e-16,0.06533371933049564
unconflicted,0.5,0.2005590297482404,0.011700615858551616,6.361960147688082e-16,0.06426088728368877
unconflicted,0.5,0.21304811018773331,0.011966255270199145,1.0751975253703038e-15,0.06367304239034641
unconflicted,0.5,0.22553719062722621,0.01223785082285404,1.8171323250138027e-15,0.0630746415050863
unconflicted,0.5,0.23802627106671911,0.012515532637585957,3.0710425008865383e-15,0.06248155821965885
unconflicted,0.5,0.250515351506212,0.012799433520964694,5.19022353744555e-15,0.06206589567795356
unconflicted,0.5,0.2630044319457049,0.013089689013226087,8.77177031148879e-15,0.061650500619671894
unconflicted,0.5,0.2754935123851978,0.013386437436956894,1.4824818352598892e-14,0.06181500383121525
unconflicted,0.5,0.2879825928246907,0.013689819946285906,2.505488654663789e-14,0.06205504039637178
unconflicted,0.5,0.30047167326418356,0.013999980576567718,4.2344442544692256e-14,0.06235371976486156
unconflicted,0.5,0.3129607537036765,0.014317066294543839,7.156510421206201e-14,0.06216505634535199
unconflicted,0.5,0.32544983414316936,0.014641227048964651,1.209503402712519e-13,0.06190928239676532
unconflicted,0.5,0.3379389145826623,0.014972615821654437,2.044154742770922e-13,0.062346702120431606
unconflicted,0.5,0.35042799502215516,0.015311388678999902,3.4547873503072576e-13,0.06227840388958092
unconflicted,0.5,0.36291707546164803,0.01565770482384129,5.838882557956167e-13,0.061888172968954644
unconflicted,0.5,0.37540615590114096,0.01601172664774345,9.868224398925456e-13,0.06165165400807196
unconflicted,0.5,0.38789523634063383,0.016373619783622558,1.6678198579185483e-12,0.06144553961078492
unconflicted,0.5,0.40038431678012676,0.016743553158702223,2.8187729929224523e-12,0.061375562505484024
unconflicted,0.5,0.41287339721961963,0.01712169904777121,4.7640015144647236e-12,0.06084838848550209
unconflicted,0.5,0.4253624776591125,0.0175082331267127,8.051642767749733e-12,0.061181503662289395
unconflicted,0.5,0.43785155809860543,0.01790333452627319,1.3608113213497395e-11,0.0609561719021558
unconflicted,0.5,0.4503406385380983,0.018307185886036838,2.299916816084603e-11,0.06078571837338879
unconflicted,0.5,0.46282971897759123,0.018719973408569165,3.887112708483804e-11,0.06037207500002451
unconflicted,0.5,0.4753187994170841,0.01914188691369141,6.518760431073343e-11,0.06010113169332298
unconflicted,0.5,0.487807879856577,0.019573119892844562,1.0839345546414946e-10,0.05976430053002128
