score,full,x,mean,low,high
p,0,0.31344452336874207,0.03209080400847252,0.0072038169098287835,0.13156140756368515
p,0,0.3201099674235895,0.032257499430195714,0.0073418318887011795,0.1306035324406045
p,0,0.3267754114784369,0.03242503160428347,0.007482087082705015,0.12965742466184774
p,0,0.33344085553328434,0.03259340442758514,0.0076245988993838155,0.12872311577359138
p,0,0.3401062995881318,0.03276262181193868,0.007769382692437841,0.12780064003388095
p,0,0.34677174364297925,0.03293268768419463,0.007916452677734937,0.1268900345392601
p,0,0.35343718769782667,0.033103605986239536,0.008065821845145133,0.12599133935573778
p,0,0.3601026317526741,0.03327538067501908,0.008217501866064144,0.12510459765422238
p,0,0.3667680758075215,0.03344801572256089,0.008371502996493401,0.12422985585054903
p,0,0.37343351986236895,0.03362151511599676,0.008527833975549017,0.12336716375022053
p,0,0.38009896391721637,0.033795882857584746,0.008686501919277593,0.12251657469797704
p,0,0.3867644079720638,0.03397112296473059,0.00884751220966385,0.1216781457323026
p,0,0.3934298520269112,0.034147239470008924,0.009010868378724878,0.12085193774496275
p,0,0.4000952960817587,0.034324236421184005,0.009176571987596206,0.12003801564566098
p,0,0.4067607401366061,0.03450211788122993,0.009344622500528683,0.11923644853188504
p,0,0.41342618419145355,0.03468088792835063,0.009515017153731303,0.11844730986399529
p,0,0.420091628246301,0.03486055065599926,0.009687750819013288,0.11767067764559315
p,0,0.4267570723011484,0.03504111017289715,0.009862815862201356,0.11690663460917892
p,0,0.4334225163559958,0.03522257060305246,0.010040201996332822,0.11615526840708754
p,0,0.44008796041084325,0.03540493608577821,0.010219896129654616,0.11541667180765608
p,0,0.4467534044656907,0.03558821077570996,0.010401882208491427,0.11469094289654715
p,0,0.4534188485205381,0.03577239884282298,0.010586141055084052,0.11397818528310837
p,0,0.4600842925753856,0.03595750447244894,0.010772650200541396,0.1132785083116106
p,0,0.466749736630233,0.036143531865292185,0.010961383713098072,0.11259202727715333
p,0,0.47341518068508043,0.03633048523744539,0.011152312021922559,0.11191886364597291
p,0,0.48008062473992785,0.03651836882040491,0.01134540173678122,0.11125914527982994
p,0,0.4867460687947753,0.0367071868610855,0.011540615463929692,0.11061300666408005
p,0,0.4934115128496227,0.03689694362183446,0.01173791161867581,0.10998058913896452
p,0,0.5000769569044701,0.03708764338044553,0.011937244235139711,0.1093620411335692
p,0,0.5067424009593176,0.037279290430171995,0.01213856277382363,0.10875751840181302
p,0,0.513407845014165,0.037471889079739355,0.01234181192770042,0.10816718425973348
